N,P,K,temperature,humidity,ph,rainfall,label
9,40,23,27.777502,61.07458,6.467397,55.714322,mothbeans
85,38,38,24.45723,83.577507,6.014033,256.937716,rice
22,21,27,28.0297,96.390122,5.644224,228.154139,coconut
29,18,29,32.300071,51.151145,5.893479,69.94202,mango
21,142,204,21.665933,83.115481,5.885051,71.812093,grapes
27,14,42,18.788711,89.704683,6.166499,109.146165,pomegranate
22,65,19,19.697543,22.20605,5.782087,106.930412,kidneybeans
0,132,197,29.58796,83.608331,6.362908,65.568406,grapes
72,48,37,23.962405,84.637069,6.701932,182.338748,jute
72,41,41,24.302431,83.808138,6.380238,210.215887,rice
104,41,20,24.41508,81.188948,6.029422,99.73134,cotton
17,38,21,28.153892,85.515871,6.257365,41.700933,mungbean
57,70,24,31.364775,65.869974,6.540342,74.197926,blackgram
21,77,20,20.032891,21.798532,5.743317,61.38554,kidneybeans
62,45,36,22.721298,82.848239,5.807121,187.604996,rice
9,129,201,30.081706,81.693724,5.786936,74.829449,grapes
22,131,204,23.019454,93.762369,5.912258,107.709865,apple
10,12,35,21.219678,85.770981,6.085958,101.411261,pomegranate
25,75,21,27.400128,53.39354,5.343848,182.863356,pigeonpeas
69,50,24,19.046271,61.085132,6.367919,68.40071,maize
81,41,23,22.816608,58.907789,6.874888,71.403989,maize
10,139,197,22.561524,91.587498,6.050158,117.068596,apple
32,67,15,26.732843,45.541458,5.388905,159.895579,pigeonpeas
9,24,33,27.620334,94.611234,5.783981,146.055781,coconut
37,63,21,29.031365,48.827818,5.101746,156.388169,pigeonpeas
68,53,55,22.308739,92.301678,6.31091,188.913796,papaya
63,57,46,28.300976,92.174056,6.555842,100.653876,papaya
36,66,80,19.830225,19.615459,7.343692,69.219545,chickpea
1,13,12,22.944037,92.096419,6.776391,100.644307,orange
86,49,40,23.346865,82.556941,6.445361,289.014067,rice
14,14,13,21.720976,92.484936,6.940168,101.025407,orange
12,68,24,21.383808,62.534479,7.383052,66.34545,lentil
15,39,30,30.636807,51.957914,5.714549,81.6579,mango
88,90,55,26.481456,79.963354,5.872802,98.099209,banana
98,78,55,27.234611,77.785304,5.882394,112.883972,banana
89,59,36,23.923528,75.432299,7.319826,181.55071,jute
14,141,202,25.006001,82.272074,6.240296,67.402272,grapes
53,66,46,33.998309,93.080814,6.823431,166.46644,papaya
20,123,203,21.813139,92.843108,5.988311,114.840171,apple
27,141,198,30.473744,83.311711,5.943792,74.246228,grapes
111,14,47,24.369931,86.471355,6.674654,41.288131,watermelon
105,57,16,24.82473,80.832043,6.230266,61.117247,cotton
34,67,23,21.204158,22.017589,5.82925,121.21007,kidneybeans
102,16,49,24.773675,88.440643,6.685183,40.554839,watermelon
31,66,16,25.859475,53.570797,4.973209,151.274456,pigeonpeas
31,72,17,21.938005,63.727459,6.429519,72.718771,lentil
103,16,49,28.347062,93.471238,6.710441,24.638652,muskmelon
95,89,51,26.653048,77.647861,6.32096,101.63293,banana
29,66,17,26.331278,64.783653,5.974173,46.794507,lentil
5,144,201,23.303848,92.026815,6.068622,112.239023,apple
35,55,19,19.705151,20.871175,5.848927,125.110304,kidneybeans
17,25,34,28.954998,47.181741,5.475575,79.851678,mango
66,42,19,21.911675,58.285118,6.335478,64.776766,maize
15,19,13,30.346402,92.977017,6.906855,103.771979,orange
21,28,25,31.016348,50.988628,5.699801,87.441042,mango
7,19,29,28.810778,91.960659,6.207762,131.738874,coconut
89,55,40,23.881436,83.494541,6.275826,201.791726,rice
8,23,8,24.498006,93.032496,7.480146,107.207562,orange
112,23,30,25.609742,62.159945,6.897506,187.297731,coffee
114,40,15,23.276397,80.551441,6.461818,95.491354,cotton
22,72,21,24.189772,53.055821,5.873189,137.130369,pigeonpeas
49,76,16,32.328931,65.695436,6.713171,72.405095,blackgram
118,12,49,28.221332,92.217343,6.601683,22.182695,muskmelon
34,51,20,27.446808,87.070267,6.078309,56.921807,mungbean
81,23,29,28.064313,60.113241,6.70939,197.890659,coffee
84,60,37,23.3214,82.788214,6.081891,255.324966,rice
101,6,48,29.543284,92.585708,6.527474,22.740542,muskmelon
43,52,50,32.608745,91.37101,6.692438,172.973505,papaya
64,64,54,28.348173,91.997959,6.463091,132.383883,papaya
35,40,22,28.514513,83.269755,6.412395,41.602368,mungbean
15,123,204,24.424808,83.005154,6.23154,70.671631,grapes
36,31,26,33.355125,49.008428,5.353959,67.266635,mango
13,52,23,28.909086,87.776909,6.501512,61.458073,mungbean
46,57,83,18.72958,17.062297,7.111363,71.86342,chickpea
94,42,25,21.479188,62.414597,5.958886,77.062391,maize
33,21,34,30.59996,48.585138,5.894637,89.907506,mango
30,12,37,21.878053,90.81538,6.597531,100.209095,pomegranate
26,16,31,26.33565,93.635506,6.099728,226.545818,coconut
27,36,34,32.425621,50.023482,5.273018,66.501936,mango
86,53,15,21.249182,60.063719,6.328685,101.130716,maize
39,24,25,28.047448,94.763339,5.999268,203.85595,coconut
33,52,22,29.80843,60.259003,5.859371,28.301383,mothbeans
103,79,55,27.914452,75.467386,5.745826,106.240061,banana
13,7,33,27.269642,94.348603,6.039489,181.66544,coconut
77,57,41,22.01636,82.762199,6.233703,279.674329,rice
26,60,19,26.850463,46.400457,5.054331,181.700841,pigeonpeas
107,30,28,25.398377,59.527782,6.792607,154.173465,coffee
32,63,80,19.204213,17.995587,7.172042,95.579451,chickpea
12,25,27,25.985388,94.791174,5.955288,225.62262,coconut
27,65,17,27.265093,58.131907,5.345129,101.646175,pigeonpeas
42,64,53,31.270214,91.787634,6.468428,63.881904,papaya
114,6,47,27.810842,92.131872,6.600867,20.739632,muskmelon
7,47,17,27.773922,84.769775,6.649243,63.866659,mungbean
67,41,40,22.294637,82.838777,6.305635,199.638713,rice
93,37,28,24.77034,65.708905,6.846926,176.458723,coffee
55,76,20,29.229309,62.579557,6.206521,66.356266,blackgram
36,19,41,19.000822,87.410499,6.157416,103.244382,pomegranate
17,140,200,22.029601,91.465218,5.867389,112.083858,apple
87,17,48,24.527819,82.898463,6.372184,43.686207,watermelon
23,66,78,18.918158,15.368717,7.417891,81.537267,chickpea
119,19,51,25.039646,84.754401,6.500541,48.55486,watermelon
120,79,51,27.219525,77.412147,5.990969,109.661496,banana
86,34,33,26.25752,64.58404,6.587802,161.061767,coffee
103,20,28,25.581717,61.558216,6.786521,157.365067,coffee
56,68,16,21.199456,19.114795,5.814917,123.102563,kidneybeans
13,35,15,28.262597,52.68888,8.57031,57.641722,mothbeans
86,11,54,25.637094,84.006235,6.780816,44.752465,watermelon
26,63,17,31.429306,63.924139,6.442405,69.074079,blackgram
96,87,48,27.614011,78.850352,5.865669,117.437533,banana
118,38,23,24.760636,80.886344,6.229357,94.420467,cotton
38,77,16,20.409028,19.420116,5.700903,99.022451,kidneybeans
77,35,21,20.902583,60.96003,6.340087,94.055893,maize
88,11,48,28.641771,92.193607,6.341603,23.361597,muskmelon
38,27,13,24.57473,93.279849,6.548791,110.163146,orange
21,7,36,21.145846,89.252793,6.936923,100.24391,pomegranate
96,58,23,23.002467,61.064971,5.976112,84.177282,maize
105,14,53,28.736284,93.189397,6.862964,23.850412,muskmelon
20,144,194,22.750253,81.63477,5.749793,70.884336,grapes
50,52,49,29.392627,92.093752,6.428268,82.475716,papaya
116,14,48,29.03956,92.170236,6.663059,25.149798,muskmelon
39,8,12,23.41013,92.623476,6.976993,116.806725,orange
81,17,55,28.346656,93.620492,6.763258,26.56228,muskmelon
88,38,41,25.580833,81.707361,6.500308,175.762768,jute
7,125,197,22.453181,82.364595,6.196565,73.906667,grapes
99,42,40,25.509966,79.554032,6.585254,150.80182,jute
83,51,35,25.379448,75.160922,6.89236,162.717977,jute
116,18,30,25.48831,61.334006,6.586084,162.824026,coffee
101,53,17,24.080968,81.619906,6.483669,93.140154,cotton
26,14,40,21.221779,88.379163,5.82518,106.138459,pomegranate
112,58,16,23.984564,77.646603,6.554972,83.93511,cotton
40,71,18,19.826876,20.808988,5.814725,83.284048,kidneybeans
32,12,10,22.482078,93.501397,7.388971,116.751255,orange
87,34,34,24.515979,58.126553,6.766232,184.991435,coffee
34,79,16,19.552913,20.745946,5.663738,108.449875,kidneybeans
0,123,194,28.160492,82.825283,6.281424,70.831952,grapes
21,133,201,24.280803,82.591066,6.22712,74.72096,grapes
52,66,82,18.693316,16.037138,6.917168,95.597788,chickpea
23,19,32,28.681392,46.526991,6.526436,76.035415,mango
26,8,37,21.68896,91.980126,5.738955,108.918202,pomegranate
69,59,54,30.983271,93.571108,6.386063,41.472907,papaya
53,62,16,21.242115,20.525257,5.812153,123.596688,kidneybeans
109,31,31,25.532112,63.035679,6.858736,191.434747,coffee
32,13,35,22.963074,88.637632,6.262825,105.489325,pomegranate
9,40,20,27.997654,87.61357,6.640952,47.2432,mungbean
37,46,52,30.59061,92.489571,6.367837,177.922835,papaya
42,74,25,19.463722,20.317535,5.764935,145.634164,kidneybeans
30,49,16,27.701142,54.589338,5.136928,55.562316,mothbeans
39,11,34,28.217662,91.004902,5.892942,158.993709,coconut
6,57,21,22.298667,66.167501,5.850152,42.123907,lentil
11,5,37,22.99562,90.749439,6.693906,101.153011,pomegranate
32,25,30,27.929439,49.11473,5.351875,91.271511,mango
8,77,16,24.429756,67.285928,5.980698,53.990184,lentil
53,56,18,31.068581,67.689942,7.053256,72.569268,blackgram
101,83,53,26.573675,80.666302,5.867603,103.444826,banana
93,16,55,26.083133,84.867898,6.24512,46.513199,watermelon
98,73,46,27.77954,79.486917,6.388074,109.05471,banana
113,6,51,25.296088,85.52994,6.890364,49.247475,watermelon
9,6,8,24.620007,92.217817,7.035404,107.913398,orange
81,46,24,21.977939,57.344323,6.640198,92.373736,maize
23,63,15,22.434171,65.19131,6.72648,69.264152,lentil
84,74,53,27.75844,80.823935,6.033178,102.792182,banana
38,64,24,19.467298,20.575031,5.763383,68.225234,kidneybeans
32,65,54,32.115737,90.855846,6.543867,135.425604,papaya
12,45,16,28.087216,84.814204,6.223864,41.522639,mungbean
36,9,29,28.264721,94.942034,5.945261,187.983274,coconut
116,43,20,24.085966,80.401506,6.00296,105.115399,cotton
27,6,44,19.596388,92.772049,5.917628,107.1946,pomegranate
44,70,46,28.958534,92.489964,6.559466,177.861217,papaya
83,38,16,23.4329,59.585566,6.439184,75.565385,maize
128,37,21,25.33034,80.548121,5.949407,60.324476,cotton
2,121,196,22.725298,94.525336,5.757068,106.111305,apple
33,122,192,27.067385,82.562291,5.658074,72.044236,grapes
112,33,32,24.553807,60.267453,7.068787,195.809357,coffee
82,32,26,25.229504,57.236764,6.931267,177.43192,coffee
111,19,52,25.697975,85.252296,6.625421,40.767274,watermelon
87,44,36,23.877563,79.423634,6.937998,188.663058,jute
22,63,19,33.052445,66.854113,7.062637,66.708137,blackgram
6,23,27,32.670394,49.398146,6.33372,78.829088,mango
100,52,22,24.513416,80.777509,6.635122,65.537156,cotton
61,42,40,24.094202,82.706588,5.712465,210.556879,rice
21,12,11,21.535206,91.490081,6.817138,116.49877,orange
38,129,201,25.556642,81.530413,5.73772,70.192801,grapes
45,70,17,29.239403,66.688667,6.708841,72.984535,blackgram
15,36,23,28.789733,84.348872,6.820369,48.83683,mungbean
90,6,50,26.376366,85.430899,6.118041,44.713681,watermelon
74,49,23,21.286866,60.713351,6.159193,106.351727,maize
32,79,22,22.980913,64.630231,5.821586,48.42494,lentil
27,60,23,20.917336,22.334517,5.812416,139.469444,kidneybeans
19,133,191,19.597687,82.313681,6.025083,72.798187,grapes
67,51,42,22.941148,81.278782,6.345316,236.589143,rice
17,9,12,21.010147,93.479534,6.71789,102.966035,orange
41,58,83,19.283884,18.176387,7.522319,66.597706,chickpea
20,124,201,24.030496,82.874562,5.840648,66.61417,grapes
90,12,45,28.594262,92.448684,6.415206,29.054895,muskmelon
25,135,203,23.133842,91.679582,6.02189,124.276811,apple
2,73,21,24.361628,64.417884,6.61736,49.788585,lentil
39,56,22,28.615473,52.578601,6.385741,54.057627,mothbeans
40,51,24,28.393214,51.830229,6.962384,54.19362,mothbeans
76,50,20,21.070537,57.356916,5.875587,66.821988,maize
27,61,78,18.932229,17.58543,6.07189,96.585866,chickpea
9,19,39,19.742637,90.001861,6.822524,102.489435,pomegranate
82,7,53,25.54457,83.665952,6.443328,47.167977,watermelon
3,24,7,23.173657,93.509156,6.562649,108.384,orange
37,36,21,26.921539,51.608462,7.110162,52.194084,mothbeans
68,45,25,22.8671,61.75975,6.08782,100.299627,maize
38,67,17,26.557777,42.673677,5.260318,98.448335,pigeonpeas
15,12,38,18.634449,89.60611,6.374541,104.63391,pomegranate
25,74,19,24.310453,52.20002,6.555413,197.619027,pigeonpeas
34,122,203,23.004051,81.830849,6.187258,66.676216,grapes
35,36,22,26.138156,60.582493,7.657905,56.922497,mothbeans
40,57,17,23.394092,21.086171,5.610324,130.864832,kidneybeans
26,50,21,27.184121,54.599797,5.113412,41.611129,mothbeans
88,54,44,24.994784,82.177616,6.535569,157.467423,jute
29,142,195,22.999422,92.078968,5.773031,116.975929,apple
108,43,24,25.398963,80.476052,6.294326,89.81638,cotton
35,69,25,20.288388,67.217802,6.015537,63.11644,lentil
92,19,33,26.46798,59.3927,6.58686,192.505943,coffee
102,89,50,27.430633,82.126991,5.856949,94.702888,banana
11,138,204,22.306856,83.35617,5.95782,66.681411,grapes
0,50,16,28.254775,84.593075,6.828008,57.600786,mungbean
68,53,46,31.71293,91.753086,6.567493,185.878033,papaya
61,42,20,23.8567,58.320617,6.440486,95.807534,maize
115,21,27,25.135578,58.667007,6.33937,155.151857,coffee
96,17,54,25.491812,87.346357,6.259372,45.94916,watermelon
34,75,22,23.843612,44.409878,4.473782,150.572972,pigeonpeas
46,71,17,29.735511,65.418409,6.311986,70.008766,blackgram
34,39,17,27.536279,85.49838,6.456472,62.388894,mungbean
54,77,80,18.456516,18.330774,7.327154,82.010017,chickpea
26,77,22,31.761422,49.58602,5.841611,103.050814,pigeonpeas
95,48,38,23.614132,84.237897,5.815955,250.007015,rice
99,26,26,26.452087,55.161469,6.857287,166.079197,coffee
96,17,28,26.027485,61.454512,6.743046,166.228817,coffee
78,41,23,23.402656,59.920004,6.789954,106.721801,maize
28,29,6,27.574534,92.696999,6.798568,110.752969,orange
87,5,45,29.386372,92.309954,6.743022,29.035593,muskmelon
39,141,197,22.918273,92.442483,6.239846,112.696551,apple
48,62,54,35.334784,93.014212,6.587131,186.603334,papaya
24,66,22,28.971218,64.861314,6.680943,71.974316,blackgram
93,20,47,26.627452,84.803542,6.328446,46.221669,watermelon
38,69,82,17.803356,16.14518,6.880068,77.916856,chickpea
9,23,13,27.002957,91.969346,7.041708,103.590566,orange
24,6,36,21.228588,88.488693,6.032357,100.786986,pomegranate
42,61,47,30.327352,92.036903,6.059678,72.682809,papaya
39,137,204,21.977377,92.17985,6.001157,102.52813,apple
53,70,21,20.309748,19.839718,5.626236,108.982857,kidneybeans
23,74,16,19.038261,21.738072,5.803686,146.182291,kidneybeans
81,8,53,25.623456,83.226361,6.542017,48.344542,watermelon
72,38,36,25.847294,79.384865,7.164638,154.002066,jute
12,25,34,28.889059,48.905928,5.640324,93.461148,mango
36,10,42,21.016957,89.745201,6.005064,100.007895,pomegranate
48,73,18,29.621649,65.002715,6.928253,70.44126,blackgram
127,52,16,25.042025,78.650699,6.383516,73.360364,cotton
26,69,18,20.735178,20.308524,5.722563,96.733652,kidneybeans
25,18,34,27.393892,93.923367,6.178153,191.349277,coconut
93,58,42,22.087651,82.102758,5.910838,271.227343,rice
19,62,21,29.201697,63.112766,6.631062,53.407058,lentil
98,47,18,21.059504,63.591873,5.952819,71.843528,maize
21,68,78,18.846746,17.928421,7.253658,87.274048,chickpea
83,17,49,28.434517,91.982072,6.851937,29.698208,muskmelon
8,17,7,19.207693,93.173881,7.268204,108.538042,orange
19,14,43,21.664142,87.450986,6.384886,107.482388,pomegranate
51,74,84,19.826233,17.114403,7.176166,93.74194,chickpea
14,56,16,22.96706,64.675221,6.304192,48.398212,lentil
97,35,18,23.102181,60.349389,6.231384,100.151295,maize
44,77,22,21.31552,20.345983,5.822701,69.531522,kidneybeans
21,22,30,27.29163,93.707931,6.194239,223.262997,coconut
98,7,51,28.386257,90.374086,6.68765,24.816998,muskmelon
91,19,48,25.576569,83.932223,6.584811,42.024622,watermelon
20,43,21,28.660154,57.431144,5.667825,41.334228,mothbeans
74,58,22,22.681438,56.576691,6.240322,86.958064,maize
99,50,17,21.176821,59.849543,6.155765,61.282103,maize
2,59,16,30.427667,48.070206,6.695992,30.925911,mothbeans
33,56,76,18.040239,17.178206,6.840481,72.24474,chickpea
48,61,24,28.189464,64.190321,6.705733,66.456286,blackgram
64,40,36,24.680145,74.576041,6.779962,179.724918,jute
52,56,53,28.700986,93.887583,6.543786,194.232548,papaya
26,65,20,21.868346,20.393572,5.713871,112.882728,kidneybeans
115,14,53,28.669708,92.336949,6.408843,20.368933,muskmelon
21,11,13,26.191606,93.29251,6.805897,113.484731,orange
32,56,24,30.351212,64.612185,6.822562,70.934964,blackgram
27,76,23,27.587398,65.374368,6.51164,72.497771,lentil
94,52,21,20.562519,61.481603,6.254051,84.838343,maize
2,49,16,27.802496,54.485715,7.241984,42.690481,mothbeans
14,17,37,20.05543,92.086721,6.46326,101.029461,pomegranate
17,49,21,30.187576,47.734388,6.816263,39.262418,mothbeans
91,18,48,25.375861,83.48128,6.537432,44.145208,watermelon
111,9,48,25.533552,86.028568,6.191759,46.087583,watermelon
31,58,21,28.336648,84.010943,6.223402,58.489529,mungbean
84,48,44,24.245911,82.375982,6.269265,186.218824,rice
105,17,47,28.827856,93.085838,6.511379,25.804182,muskmelon
38,74,21,24.556188,51.438131,5.659458,117.628619,pigeonpeas
66,41,35,23.719395,82.228965,5.891174,196.129761,rice
119,27,27,26.635021,61.894869,6.823437,193.072396,coffee
9,54,18,28.186804,45.827361,6.099808,57.41728,mothbeans
42,80,81,18.626576,15.91714,7.201432,72.667408,chickpea
113,90,52,28.005244,82.467358,5.521667,91.846291,banana
2,54,18,29.485593,48.279068,6.571966,42.252871,mothbeans
47,68,81,18.884842,16.512429,7.140704,82.759418,chickpea
18,75,17,21.588552,63.162004,6.37181,65.53325,lentil
116,15,50,26.200987,85.513643,6.494262,43.395289,watermelon
6,39,26,31.750552,49.304803,5.714761,83.980311,mango
62,41,38,25.209813,82.618847,6.807906,192.174125,jute
43,59,45,29.485532,92.265292,6.308014,104.30723,papaya
21,68,24,24.584839,62.468164,6.368691,73.141601,lentil
52,55,51,26.086977,91.226106,6.557461,50.299981,papaya
84,8,51,26.474919,82.139675,6.351922,42.845406,watermelon
28,73,75,18.208356,19.08315,7.326272,97.9604,chickpea
33,41,22,28.601327,82.433926,6.171517,45.968794,mungbean
89,11,54,29.000386,92.416745,6.474973,20.333932,muskmelon
57,79,20,19.616714,20.558913,5.828301,88.161665,kidneybeans
8,43,18,28.65282,85.522538,6.623435,47.347919,mungbean
37,48,54,27.955609,91.782507,6.086162,80.694414,papaya
26,76,15,33.076561,46.339392,6.264558,179.613811,pigeonpeas
27,42,22,28.77073,55.335735,6.157486,60.327876,mothbeans
108,28,31,23.800676,59.413719,6.838277,197.9277,coffee
17,49,20,28.681391,84.252301,6.469016,58.411829,mungbean
93,11,50,26.348095,84.945502,6.313559,44.11782,watermelon
6,134,200,22.196613,83.187953,6.498946,68.719948,grapes
46,72,83,19.854349,17.087005,6.911109,65.268241,chickpea
97,17,50,25.400328,85.589621,6.432666,48.553145,watermelon
23,27,32,28.4663,53.557268,6.196838,94.952637,mango
11,15,12,27.25051,92.729824,6.191208,111.232651,orange
10,24,8,30.238518,93.021906,7.080095,101.246355,orange
66,43,42,24.456468,82.403405,6.022339,184.023892,rice
78,41,38,24.990732,82.484387,6.222172,187.979552,rice
27,133,194,22.517619,83.008086,5.937424,73.47012,grapes
67,51,18,21.775505,63.014121,6.270445,80.677455,maize
11,50,19,28.67968,57.318162,5.676471,64.286942,mothbeans
15,76,16,20.070352,65.697203,6.507964,73.459302,lentil
127,58,17,24.438586,82.255313,6.078797,83.166445,cotton
73,51,35,23.134919,82.597552,5.995836,221.483519,rice
36,140,200,22.397651,93.366154,6.105091,124.649299,apple
2,7,11,25.114358,92.029308,7.048449,115.67833,orange
10,129,195,30.268678,82.860915,6.015122,65.729683,grapes
31,71,17,27.129074,46.425746,5.710049,194.143187,pigeonpeas
33,6,27,27.993311,92.855986,6.214828,138.732737,coconut
82,39,27,26.047833,59.196268,6.659523,190.622557,coffee
33,25,12,23.662267,93.589139,7.373025,110.642397,orange
17,22,11,29.052423,92.472276,7.042055,108.646955,orange
44,72,21,22.65004,21.687018,5.691269,84.37257,kidneybeans
110,50,20,24.080552,80.356671,6.036466,102.812202,cotton
105,12,52,25.924064,87.267461,6.257541,45.136527,watermelon
85,93,54,26.813191,79.431088,6.065991,114.127835,banana
112,85,55,26.969821,80.97067,5.722961,114.091366,banana
89,11,55,28.921221,93.061557,6.743329,21.001693,muskmelon
12,20,13,21.394833,92.963474,7.134433,115.239395,orange
19,128,196,22.570152,83.88244,6.136536,69.930351,grapes
12,52,17,28.855046,81.831083,6.414888,45.436323,mungbean
59,62,15,18.640462,19.203627,5.699992,65.627367,kidneybeans
3,125,203,22.071859,81.707253,6.070498,72.208163,grapes
63,45,41,23.262087,82.933843,6.033953,197.990091,rice
81,57,39,24.411486,81.802369,5.938552,281.019453,rice
48,52,51,33.242467,92.932245,6.405741,196.851532,papaya
16,40,16,28.238778,53.051019,7.585061,54.804118,mothbeans
51,76,18,30.329031,65.407584,6.646032,71.428066,blackgram
97,41,41,24.192253,84.082237,5.968798,220.188674,rice
14,60,19,27.638517,83.15798,6.569924,57.032053,mungbean
46,61,19,18.005753,20.033999,5.936262,86.756171,kidneybeans
30,66,22,29.684348,63.261186,7.466357,65.219818,blackgram
20,44,24,28.758183,84.391174,6.498359,41.232362,mungbean
95,54,42,24.50303,82.024592,6.235558,298.795228,rice
26,76,23,20.275433,62.882756,5.727695,56.582065,lentil
81,86,49,27.783333,80.975454,6.035457,106.261,banana
47,60,15,17.92243,20.588893,5.750659,76.968655,kidneybeans
81,48,45,23.046614,81.818335,6.541089,287.948949,rice
51,54,47,25.106775,92.327364,6.64907,193.589851,papaya
77,46,23,21.25818,60.95531,6.391336,90.974517,maize
22,67,18,22.785732,22.526266,5.807587,60.814875,kidneybeans
89,87,55,27.748547,76.993609,5.902871,106.285241,banana
24,75,83,19.526691,16.815275,7.120383,68.048247,chickpea
34,68,78,19.43867,16.964002,6.889337,77.664858,chickpea
17,15,30,30.044483,50.918926,5.914943,71.289828,mango
104,16,51,27.99585,92.52785,6.465889,26.296412,muskmelon
88,6,50,25.577345,87.733185,6.573687,40.38685,watermelon
48,60,16,28.654844,66.210392,6.713203,67.154629,blackgram
85,81,47,28.341027,79.15446,6.176147,119.794912,banana
65,56,39,25.475844,83.463413,6.549876,199.639351,jute
97,16,25,25.904387,54.959929,6.945122,191.577267,coffee
12,24,26,26.854977,97.157782,6.175561,219.583468,coconut
136,46,16,23.276236,77.802484,6.529011,88.527643,cotton
2,60,21,30.623878,46.916943,6.552178,67.857404,mothbeans
42,63,81,20.043494,14.613438,7.04339,93.090499,chickpea
0,39,19,27.440316,85.99844,6.693856,54.903566,mungbean
47,55,50,35.993433,93.230052,6.666811,191.082586,papaya
16,56,16,26.624388,47.13472,6.789825,58.388998,mothbeans
103,54,16,23.701378,79.47737,6.457971,69.793609,cotton
13,58,24,28.188194,85.346,6.46164,54.577644,mungbean
117,11,48,28.310659,93.654603,6.78367,21.671001,muskmelon
108,75,46,25.956968,80.266181,6.16537,115.420652,banana
28,123,197,21.883188,92.119281,5.859199,105.431435,apple
76,44,41,22.806514,81.386603,6.270116,287.26711,rice
117,18,47,28.785513,93.256299,6.573648,22.198007,muskmelon
90,58,43,22.316253,83.044267,6.051553,198.402168,rice
10,44,15,28.235977,84.237461,6.557321,49.166972,mungbean
100,10,51,26.072061,84.904784,6.677957,45.749535,watermelon
116,48,16,24.085277,80.723119,6.759518,74.600705,cotton
35,66,83,20.124119,16.919562,7.024051,85.778128,chickpea
101,20,50,25.235495,86.098608,6.367428,48.546076,watermelon
58,79,22,20.413306,21.408338,5.623751,61.2371,kidneybeans
87,14,54,26.754535,82.712237,6.526946,47.087286,watermelon
10,17,34,27.529766,93.798846,6.074255,135.259147,coconut
11,65,23,24.027035,62.990696,6.091293,60.290799,lentil
23,135,192,18.737917,83.69672,5.842494,66.481339,grapes
16,10,11,22.130698,92.499487,7.081967,115.149646,orange
78,41,17,24.078815,60.3295,6.548679,85.954089,maize
61,47,44,22.345091,84.315851,6.677692,235.521574,rice
76,55,25,22.300622,55.935962,6.13869,60.378144,maize
49,64,75,20.129969,17.067661,6.656906,82.068347,chickpea
98,39,44,26.009869,81.859798,6.053349,194.027765,rice
32,41,22,28.104972,55.277179,5.572692,49.700933,mothbeans
63,36,39,22.524549,81.155366,6.490806,271.495042,rice
109,18,50,24.987919,85.20695,6.850454,40.858108,watermelon
39,7,33,27.113417,95.945093,5.832148,165.727092,coconut
87,54,16,21.325574,62.639051,6.500663,103.139854,maize
77,42,22,23.489358,60.045079,6.198949,75.364498,maize
23,56,19,25.404829,64.886202,6.328265,40.711938,lentil
37,68,18,29.051717,66.126627,6.571376,66.566128,blackgram
69,38,15,22.916008,59.99396,6.349303,77.581134,maize
95,44,44,24.47124,81.20623,6.187874,266.404384,rice
96,58,38,24.934598,82.298711,6.853943,187.322988,jute
24,9,33,28.082491,96.022685,5.486137,142.537888,coconut
22,42,23,29.379585,52.231924,5.264876,63.209411,mothbeans
14,7,26,27.328661,94.006073,6.09812,151.068792,coconut
18,12,44,20.346793,88.929304,6.049587,101.069913,pomegranate
78,45,19,22.250678,59.188685,6.235019,70.602242,maize
60,64,84,18.227457,16.705271,7.380098,74.615603,chickpea
85,7,54,25.898564,83.443608,6.225895,41.344311,watermelon
34,61,22,26.938447,36.065616,5.166186,195.392981,pigeonpeas
119,20,53,25.404514,86.134025,6.185555,41.002319,watermelon
3,66,16,21.877378,65.429513,6.536756,58.674405,lentil
93,10,53,29.642873,93.63592,6.685556,27.951407,muskmelon
77,57,37,24.239353,81.016796,6.014878,284.654869,rice
82,22,31,25.002993,57.227897,7.108832,157.168784,coffee
37,63,23,24.031553,65.132396,6.308719,40.248379,lentil
23,64,16,32.199273,65.969077,6.565943,71.502551,blackgram
115,13,47,29.439326,92.749345,6.4687,28.330569,muskmelon
88,40,17,23.908211,59.86226,6.106921,71.363481,maize
39,65,24,29.499806,46.453259,5.398207,133.478525,pigeonpeas
88,51,40,25.003386,81.59964,6.095978,195.298639,rice
8,37,17,27.28512,43.241087,7.403594,68.910047,mothbeans
81,19,52,27.59824,91.944223,6.217754,22.150715,muskmelon
106,17,53,29.221754,92.682741,6.499713,25.742704,muskmelon
9,122,202,27.506649,83.2517,6.269737,72.572956,grapes
1,18,37,22.798119,90.84795,6.234733,106.037551,pomegranate
106,7,54,25.228607,85.418512,6.383686,46.258584,watermelon
89,37,41,24.943559,78.886537,6.769951,162.183051,jute
103,51,20,22.915393,78.459786,6.686484,79.91282,cotton
111,48,23,23.798018,81.591598,6.113823,69.306608,cotton
58,60,16,31.837744,67.670377,6.990112,72.806821,blackgram
25,18,38,23.138456,92.72166,6.333256,100.565157,pomegranate
38,68,23,17.320478,22.756289,5.577689,140.581148,kidneybeans
48,57,80,19.817661,19.07807,6.767308,75.272109,chickpea
65,58,48,33.796673,92.704595,6.594902,73.398805,papaya
32,67,80,18.242392,17.861301,7.63111,78.434361,chickpea
115,6,55,25.692804,84.654875,6.398023,45.567984,watermelon
108,17,48,28.590149,92.297975,6.855728,29.9875,muskmelon
81,46,24,24.700375,57.601067,6.340091,86.680127,maize
120,23,30,26.229133,64.231065,7.053496,162.172818,coffee
